Lebendgeburten in Wien gemeldeter Personen nach Geschlecht des Kindes seit 2002 - Bezirke Wien | Live births of residents in Vienna by sex of child since 2002 - districts of Vienna
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;BIR
AT13;90900;90900;2017;2017;2;172
AT13;91000;91000;2017;2017;1;1261
AT13;91000;91000;2017;2017;2;1171
AT13;91100;91100;2017;2017;1;665
AT13;91100;91100;2017;2017;2;602
AT13;91200;91200;2017;2017;1;559
AT13;91200;91200;2017;2017;2;536
AT13;91300;91300;2017;2017;1;260
AT13;91300;91300;2017;2017;2;240
AT13;91400;91400;2017;2017;1;509
AT13;91400;91400;2017;2017;2;479
AT13;91500;91500;2017;2017;1;488
AT13;91500;91500;2017;2017;2;467
AT13;91600;91600;2017;2017;1;666
AT13;91600;91600;2017;2017;2;590
AT13;91700;91700;2017;2017;1;372
AT13;91700;91700;2017;2017;2;305
AT13;91800;91800;2017;2017;1;290
AT13;91800;91800;2017;2017;2;278
AT13;91900;91900;2017;2017;1;333
AT13;91900;91900;2017;2017;2;333
AT13;92000;92000;2017;2017;1;567
AT13;92000;92000;2017;2017;2;499
AT13;92100;92100;2017;2017;1;936
AT13;92100;92100;2017;2017;2;885
AT13;92200;92200;2017;2017;1;953
AT13;92200;92200;2017;2017;2;923
AT13;92300;92300;2017;2017;1;487
AT13;92300;92300;2017;2017;2;525
AT13;90100;90100;2018;2018;1;58
AT13;90100;90100;2018;2018;2;48
AT13;90200;90200;2018;2018;1;578
AT13;90200;90200;2018;2018;2;550
AT13;90300;90300;2018;2018;1;486
AT13;90300;90300;2018;2018;2;487
AT13;90400;90400;2018;2018;1;132
AT13;90400;90400;2018;2018;2;147
AT13;90500;90500;2018;2018;1;289
AT13;90500;90500;2018;2018;2;266
AT13;90600;90600;2018;2018;1;151
AT13;90600;90600;2018;2018;2;153
AT13;90700;90700;2018;2018;1;131
AT13;90700;90700;2018;2018;2;139
AT13;90800;90800;2018;2018;1;107
AT13;90800;90800;2018;2018;2;98
AT13;90900;90900;2018;2018;1;197
AT13;90900;90900;2018;2018;2;188
AT13;91000;91000;2018;2018;1;1260
AT13;91000;91000;2018;2018;2;1266
AT13;91100;91100;2018;2018;1;591
AT13;91100;91100;2018;2018;2;615
AT13;91200;91200;2018;2018;1;550
AT13;91200;91200;2018;2018;2;531
AT13;91300;91300;2018;2018;1;223
AT13;91300;91300;2018;2018;2;221
AT13;91400;91400;2018;2018;1;450
AT13;91400;91400;2018;2018;2;483
AT13;91500;91500;2018;2018;1;462
AT13;91500;91500;2018;2018;2;375
AT13;91600;91600;2018;2018;1;613
AT13;91600;91600;2018;2018;2;601
AT13;91700;91700;2018;2018;1;335
AT13;91700;91700;2018;2018;2;313
AT13;91800;91800;2018;2018;1;277
AT13;91800;91800;2018;2018;2;259
AT13;91900;91900;2018;2018;1;335
AT13;91900;91900;2018;2018;2;315
AT13;92000;92000;2018;2018;1;491
AT13;92000;92000;2018;2018;2;451
AT13;92100;92100;2018;2018;1;943
AT13;92100;92100;2018;2018;2;875
AT13;92200;92200;2018;2018;1;1032
AT13;92200;92200;2018;2018;2;908
AT13;92300;92300;2018;2018;1;532
AT13;92300;92300;2018;2018;2;526
AT13;90100;90100;2019;2019;1;62
AT13;90100;90100;2019;2019;2;46
AT13;90200;90200;2019;2019;1;594
AT13;90200;90200;2019;2019;2;533
AT13;90300;90300;2019;2019;1;451
AT13;90300;90300;2019;2019;2;432
AT13;90400;90400;2019;2019;1;143
AT13;90400;90400;2019;2019;2;170
AT13;90500;90500;2019;2019;1;275
AT13;90500;90500;2019;2019;2;268
AT13;90600;90600;2019;2019;1;151
AT13;90600;90600;2019;2019;2;113
AT13;90700;90700;2019;2019;1;165
AT13;90700;90700;2019;2019;2;150
AT13;90800;90800;2019;2019;1;93
AT13;90800;90800;2019;2019;2;101
AT13;90900;90900;2019;2019;1;199
AT13;90900;90900;2019;2019;2;195
AT13;91000;91000;2019;2019;1;1326
AT13;91000;91000;2019;2019;2;1180
AT13;91100;91100;2019;2019;1;617
AT13;91100;91100;2019;2019;2;616
AT13;91200;91200;2019;2019;1;543
AT13;91200;91200;2019;2019;2;525
AT13;91300;91300;2019;2019;1;238
AT13;91300;91300;2019;2019;2;270
AT13;91400;91400;2019;2019;1;458
AT13;91400;91400;2019;2019;2;427
AT13;91500;91500;2019;2019;1;451
AT13;91500;91500;2019;2019;2;400
AT13;91600;91600;2019;2019;1;573
AT13;91600;91600;2019;2019;2;568
AT13;91700;91700;2019;2019;1;306
AT13;91700;91700;2019;2019;2;310
AT13;91800;91800;2019;2019;1;267
AT13;91800;91800;2019;2019;2;256
AT13;91900;91900;2019;2019;1;363
AT13;91900;91900;2019;2019;2;280
AT13;92000;92000;2019;2019;1;500
AT13;92000;92000;2019;2019;2;470
AT13;92100;92100;2019;2019;1;971
AT13;92100;92100;2019;2019;2;817
AT13;92200;92200;2019;2019;1;993
AT13;92200;92200;2019;2019;2;958
AT13;92300;92300;2019;2019;1;548
AT13;92300;92300;2019;2019;2;563
AT13;90100;90100;2020;2020;1;55
AT13;90100;90100;2020;2020;2;60
AT13;90200;90200;2020;2020;1;566
AT13;90200;90200;2020;2020;2;533
AT13;90300;90300;2020;2020;1;423
AT13;90300;90300;2020;2020;2;420
AT13;90400;90400;2020;2020;1;137
AT13;90400;90400;2020;2020;2;139
AT13;90500;90500;2020;2020;1;262
AT13;90500;90500;2020;2020;2;273
AT13;90600;90600;2020;2020;1;148
AT13;90600;90600;2020;2020;2;126
AT13;90700;90700;2020;2020;1;151
AT13;90700;90700;2020;2020;2;126
AT13;90800;90800;2020;2020;1;99
AT13;90800;90800;2020;2020;2;91
AT13;90900;90900;2020;2020;1;181
AT13;90900;90900;2020;2020;2;156
AT13;91000;91000;2020;2020;1;1309
AT13;91000;91000;2020;2020;2;1170
AT13;91100;91100;2020;2020;1;609
AT13;91100;91100;2020;2020;2;572
AT13;91200;91200;2020;2020;1;508
AT13;91200;91200;2020;2020;2;488
AT13;91300;91300;2020;2020;1;228
AT13;91300;91300;2020;2020;2;212
AT13;91400;91400;2020;2020;1;494
AT13;91400;91400;2020;2020;2;426
AT13;91500;91500;2020;2020;1;392
AT13;91500;91500;2020;2020;2;346
AT13;91600;91600;2020;2020;1;550
AT13;91600;91600;2020;2020;2;484
AT13;91700;91700;2020;2020;1;322
AT13;91700;91700;2020;2020;2;291
AT13;91800;91800;2020;2020;1;256
AT13;91800;91800;2020;2020;2;275
AT13;91900;91900;2020;2020;1;295
AT13;91900;91900;2020;2020;2;321
AT13;92000;92000;2020;2020;1;418
AT13;92000;92000;2020;2020;2;449
AT13;92100;92100;2020;2020;1;909
AT13;92100;92100;2020;2020;2;850
AT13;92200;92200;2020;2020;1;962
AT13;92200;92200;2020;2020;2;934
AT13;92300;92300;2020;2020;1;573
AT13;92300;92300;2020;2020;2;567
AT13;90100;90100;2021;2021;1;64
AT13;90100;90100;2021;2021;2;41
AT13;90200;90200;2021;2021;1;559
AT13;90200;90200;2021;2021;2;523
AT13;90300;90300;2021;2021;1;458
AT13;90300;90300;2021;2021;2;489
AT13;90400;90400;2021;2021;1;162
AT13;90400;90400;2021;2021;2;136
AT13;90500;90500;2021;2021;1;281
AT13;90500;90500;2021;2021;2;229
AT13;90600;90600;2021;2021;1;134
AT13;90600;90600;2021;2021;2;131
AT13;90700;90700;2021;2021;1;140
AT13;90700;90700;2021;2021;2;135
AT13;90800;90800;2021;2021;1;90
AT13;90800;90800;2021;2021;2;100
AT13;90900;90900;2021;2021;1;211
AT13;90900;90900;2021;2021;2;182
AT13;91000;91000;2021;2021;1;1313
AT13;91000;91000;2021;2021;2;1135
AT13;91100;91100;2021;2021;1;630
AT13;91100;91100;2021;2021;2;585
AT13;91200;91200;2021;2021;1;496
AT13;91200;91200;2021;2021;2;510
AT13;91300;91300;2021;2021;1;243
AT13;91300;91300;2021;2021;2;223
AT13;91400;91400;2021;2021;1;455
AT13;91400;91400;2021;2021;2;402
AT13;91500;91500;2021;2021;1;385
AT13;91500;91500;2021;2021;2;335
AT13;91600;91600;2021;2021;1;516
AT13;91600;91600;2021;2021;2;462
AT13;91700;91700;2021;2021;1;274
AT13;91700;91700;2021;2021;2;313
AT13;91800;91800;2021;2021;1;238
AT13;91800;91800;2021;2021;2;252
AT13;91900;91900;2021;2021;1;321
AT13;91900;91900;2021;2021;2;322
AT13;92000;92000;2021;2021;1;423
AT13;92000;92000;2021;2021;2;429
AT13;92100;92100;2021;2021;1;1006
AT13;92100;92100;2021;2021;2;872
AT13;92200;92200;2021;2021;1;1027
AT13;92200;92200;2021;2021;2;941
AT13;92300;92300;2021;2021;1;604
AT13;92300;92300;2021;2021;2;582
AT13;90100;90100;2022;2022;1;55
AT13;90100;90100;2022;2022;2;57
AT13;90200;90200;2022;2022;1;501
AT13;90200;90200;2022;2022;2;494
AT13;90300;90300;2022;2022;1;458
AT13;90300;90300;2022;2022;2;419
AT13;90400;90400;2022;2022;1;123
AT13;90400;90400;2022;2022;2;132
AT13;90500;90500;2022;2022;1;256
AT13;90500;90500;2022;2022;2;245
AT13;90600;90600;2022;2022;1;125
AT13;90600;90600;2022;2022;2;126
AT13;90700;90700;2022;2022;1;126
AT13;90700;90700;2022;2022;2;131
AT13;90800;90800;2022;2022;1;86
AT13;90800;90800;2022;2022;2;82
AT13;90900;90900;2022;2022;1;188
AT13;90900;90900;2022;2022;2;155
AT13;91000;91000;2022;2022;1;1277
AT13;91000;91000;2022;2022;2;1223
AT13;91100;91100;2022;2022;1;617
AT13;91100;91100;2022;2022;2;624
AT13;91200;91200;2022;2022;1;529
AT13;91200;91200;2022;2022;2;503
AT13;91300;91300;2022;2022;1;237
AT13;91300;91300;2022;2022;2;248
AT13;91400;91400;2022;2022;1;464
AT13;91400;91400;2022;2022;2;393
AT13;91500;91500;2022;2022;1;384
AT13;91500;91500;2022;2022;2;322
AT13;91600;91600;2022;2022;1;515
AT13;91600;91600;2022;2022;2;451
AT13;91700;91700;2022;2022;1;255
AT13;91700;91700;2022;2022;2;257
AT13;91800;91800;2022;2022;1;255
AT13;91800;91800;2022;2022;2;228
AT13;91900;91900;2022;2022;1;324
AT13;91900;91900;2022;2022;2;280
AT13;92000;92000;2022;2022;1;441
AT13;92000;92000;2022;2022;2;433
AT13;92100;92100;2022;2022;1;1033
AT13;92100;92100;2022;2022;2;915
AT13;92200;92200;2022;2022;1;964
AT13;92200;92200;2022;2022;2;1029
AT13;92300;92300;2022;2022;1;638
AT13;92300;92300;2022;2022;2;544
